"id","type","name","path","description","status","owner","dependencies","related_entities","evidence","updated_at"
"agent:backend-builder:0af4fbb735","agent","backend-builder",".agents/prompts/backend-builder.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/backend-builder.md","2026-05-10T23:07:14.400Z"
"agent:code-reviewer:5e88200e7b","agent","code-reviewer",".agents/prompts/code-reviewer.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/code-reviewer.md","2026-05-10T23:08:33.192Z"
"agent:db-migrations:8a8b9e125f","agent","db-migrations",".agents/prompts/db-migrations.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/db-migrations.md","2026-04-16T00:55:44.648Z"
"agent:frontend-builder:8a06b01964","agent","frontend-builder",".agents/prompts/frontend-builder.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/frontend-builder.md","2026-05-10T23:07:14.309Z"
"agent:ops-release:1193a6d307","agent","ops-release",".agents/prompts/ops-release.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/ops-release.md","2026-04-30T01:46:04.769Z"
"agent:planner:5b56a0bd47","agent","planner",".agents/prompts/planner.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/planner.md","2026-05-10T23:05:44.200Z"
"agent:product-docs:06b3b295a9","agent","product-docs",".agents/prompts/product-docs.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/product-docs.md","2026-04-21T01:07:57.406Z"
"agent:qa-test:b0c0bd2105","agent","qa-test",".agents/prompts/qa-test.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/qa-test.md","2026-04-30T01:39:46.613Z"
"agent:security-auditor:63dc9d9ff4","agent","security-auditor",".agents/prompts/security-auditor.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/prompts/security-auditor.md","2026-04-30T01:46:04.769Z"
"agent:agent-reports:5756740a98","agent","Agent Reports",".agents/reports/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/reports/README.md","2026-05-08T18:16:59.072Z"
"agent:procedure:c3a7bc0b5d","agent","Procedure",".agents/skills/_templates/SKILL.template.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/skills/_templates/SKILL.template.md","2026-03-16T21:13:00.079Z"
"agent:capture-agent-learnings:cfb51edd20","agent","Capture Agent Learnings",".agents/skills/capture-agent-learnings/SKILL.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/skills/capture-agent-learnings/SKILL.md","2026-04-25T22:16:53.659Z"
"agent:readme:051638d4c8","agent","README",".agents/skills/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/skills/README.md","2026-05-03T21:05:07.683Z"
"agent:active-mission-packet:a0e3255194","agent","Active Mission Packet",".agents/state/active-mission.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:b1280c7901|task:task:157c1a1016|task:task:c4a21764fb|task:task:8cf71581bf|task:task:148fa638f5|task:task:0fcef1b6c4|task:task:877880df05|task:task:9d14f2d371|task:task:a5b42ad253|task:luc-1135-completion-evidence:78293fc999|task:task:1b9a59bb7c|task:luc-1151-completion-evidence:3773ef3c2d|task:task:c9bb805c35|task:task:1d586e023e|task:task:7879ec3809|task:luc-1174-completion-evidence:65eeab039e|task:task:2dc0937607|task:task:6d90bf89a7|task:task:a4043edcc7|task:task:a4602ebb73|task:task:ddc3a8e8e4|task:task:3bd9e6a95e|task:task:2ab0356051|task:luc-1219-completion-evidence:98848bd2c8|task:task:38d6160edc|task:task:9998bf4030|task:task:3ae9aeea44|task:task:abc2f7c89a|task:task:7eb0086c15|task:task:911c812404|task:task:26fdd09e52|task:task:114941343a|task:task:e7aac91c09|task:task:a05666404b|task:task:f932d29e9c|task:task:374c03f32d|task:task:cb123a5f7b|task:task:a899cba104|task:task:1e499a208d|task:task:f34eb5702c|task:task:e137113372|task:luc-321-source-control-closure-for-luc-262-luc-267-luc-268:d550d2aafb|task:luc-576-account-access-google-drive-fresh-oauth-proof:8796d3b129|task:task:6dfadbc975|task:task:69188765b3|task:task:0dc3773294|task:task:6d579ee56c|task:task:780e0f6c76|task:task:d0b2850854|task:task:431cec34c5|task:task:bfa3c4d5b9|task:task:d5122aa43d|task:task:c2d0550ce1|task:task:a2f6573d7c|task:task:546ca92f5c|task:task:638b05362c|task:task:ec249a7163|task:task:8d9a7cbaa9|task:task:e460cf345a|task:task:37eea451f8|task:task:29cc94d553|task:task:30e7505193|task:luc-982-account-access-intake-authactor-proof:0b12794747|task:task:39692675ee|task:task:447271a3e0|task:project-state:c9626d46bd|task:task-board:9aaadac0a2",".agents/state/active-mission.md","2026-07-15T19:08:18.598Z"
"agent:agent-process-evals:143b49414c","agent","Agent Process Evals",".agents/state/agent-evals.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:b1280c7901|task:task:1d586e023e|task:task:ddc3a8e8e4|task:task:2ab0356051|task:task:9998bf4030|task:task:abc2f7c89a|task:task:1e499a208d|task:task:6d579ee56c|task:task:d0b2850854|task:task:d5122aa43d|task:task:a2f6573d7c|task:task:638b05362c",".agents/state/agent-evals.md","2026-05-20T21:31:27.506Z"
"agent:current-focus:5edf18eb23","agent","Current Focus",".agents/state/current-focus.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:157c1a1016|task:task:c4a21764fb|task:task:8cf71581bf|task:task:148fa638f5|task:task:0fcef1b6c4|task:task:877880df05|task:task:9d14f2d371|task:task:a5b42ad253|task:luc-1135-completion-evidence:78293fc999|task:task:1b9a59bb7c|task:luc-1151-completion-evidence:3773ef3c2d|task:task:c9bb805c35|task:task:7879ec3809|task:luc-1174-completion-evidence:65eeab039e|task:task:2dc0937607|task:task:6d90bf89a7|task:task:a4043edcc7|task:task:a4602ebb73|task:task:ddc3a8e8e4|task:task:3bd9e6a95e|task:task:2ab0356051|task:luc-1219-completion-evidence:98848bd2c8|task:task:38d6160edc|task:task:3ae9aeea44|task:task:abc2f7c89a|task:task:7eb0086c15|task:task:911c812404|task:task:26fdd09e52|task:task:114941343a|task:task:e7aac91c09|task:task:a05666404b|task:task:f932d29e9c|task:task:374c03f32d|task:task:cb123a5f7b|task:task:f34eb5702c|task:task:d0b2850854|task:task:431cec34c5|task:task:bfa3c4d5b9|task:task:c2d0550ce1|task:task:a2f6573d7c|task:task:ec249a7163|task:task:8d9a7cbaa9|task:task:e460cf345a|task:task:37eea451f8|task:task:30e7505193|task:luc-982-account-access-intake-authactor-proof:0b12794747|task:task:39692675ee|task:task:447271a3e0|task:project-state:c9626d46bd|task:task-board:9aaadac0a2",".agents/state/current-focus.md","2026-07-15T19:08:18.590Z"
"agent:decision-register:73d1cd6fc8","agent","Decision Register",".agents/state/decision-register.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/state/decision-register.md","2026-05-31T23:14:26.671Z"
"agent:delivery-map:704464f41b","agent","Delivery Map",".agents/state/delivery-map.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/state/delivery-map.md","2026-05-31T23:15:09.514Z"
"agent:known-issues:5043444a16","agent","Known Issues",".agents/state/known-issues.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:431cec34c5|task:task:c2d0550ce1|task:task:8d9a7cbaa9",".agents/state/known-issues.md","2026-07-13T15:43:33.423Z"
"agent:2026-07-15-luc-1226-module-confidence-update:bfb0b6d2f4","agent","2026-07-15 LUC-1226 Module Confidence Update",".agents/state/module-confidence-ledger.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:157c1a1016|task:task:c4a21764fb|task:task:8cf71581bf|task:task:148fa638f5|task:task:0fcef1b6c4|task:task:877880df05|task:task:9d14f2d371|task:task:a5b42ad253|task:luc-1135-completion-evidence:78293fc999|task:task:1b9a59bb7c|task:task:7879ec3809|task:luc-1174-completion-evidence:65eeab039e|task:task:6d90bf89a7|task:task:a4043edcc7|task:task:a4602ebb73|task:task:ddc3a8e8e4|task:task:3bd9e6a95e|task:task:2ab0356051|task:luc-1219-completion-evidence:98848bd2c8|task:task:3ae9aeea44|task:task:abc2f7c89a|task:task:911c812404|task:task:26fdd09e52|task:task:e7aac91c09|task:task:a05666404b|task:task:374c03f32d|task:task:cb123a5f7b|task:task:7b0a53df15|task:task:1e499a208d|task:task:f34eb5702c|task:task:d9f8ae7c84|task:luc-321-source-control-closure-for-luc-262-luc-267-luc-268:d550d2aafb|task:luc-576-account-access-google-drive-fresh-oauth-proof:8796d3b129|task:task:6dfadbc975|task:task:72d51c9ff1|task:task:db7795a324|task:task:0dc3773294|task:task:fa04be220c|task:task:abe276f713|task:task:6d579ee56c|task:task:23d2637e83|task:task:8f65f8da2d|task:task:506a5a0842|task:task:d0b2850854|task:task:431cec34c5|task:task:c2d0550ce1|task:task:3f22b73136|task:task:6f7cafdc16|task:task:546ca92f5c|task:task:ec249a7163|task:task:8d9a7cbaa9|task:task:e460cf345a|task:task:37eea451f8|task:task:29cc94d553|task:task:30e7505193|task:luc-982-account-access-intake-authactor-proof:0b12794747|task:task:39692675ee|task:task:83795f24a5|task:learning-journal:2ea07ed275",".agents/state/module-confidence-ledger.md","2026-07-15T19:38:07.103Z"
"agent:next-steps:f65f9bc52d","agent","Next Steps",".agents/state/next-steps.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:luc-1092-route-mixed-dirty-packet-after-luc-1090-assetsoverview-proof:8dcf3045c2|task:task:157c1a1016|task:task:c4a21764fb|task:task:8cf71581bf|task:task:148fa638f5|task:task:0fcef1b6c4|task:task:877880df05|task:task:9d14f2d371|task:task:a5b42ad253|task:luc-1135-completion-evidence:78293fc999|task:task:1b9a59bb7c|task:luc-1151-completion-evidence:3773ef3c2d|task:task:c9bb805c35|task:task:7879ec3809|task:luc-1174-completion-evidence:65eeab039e|task:task:2dc0937607|task:task:6d90bf89a7|task:task:a4043edcc7|task:task:a4602ebb73|task:task:ddc3a8e8e4|task:task:3bd9e6a95e|task:task:2ab0356051|task:luc-1219-completion-evidence:98848bd2c8|task:task:38d6160edc|task:task:3ae9aeea44|task:task:abc2f7c89a|task:task:7eb0086c15|task:task:911c812404|task:task:26fdd09e52|task:task:114941343a|task:task:e7aac91c09|task:task:a05666404b|task:task:f932d29e9c|task:task:374c03f32d|task:task:cb123a5f7b|task:task:a899cba104|task:task:f34eb5702c|task:task:e137113372|task:luc-321-source-control-closure-for-luc-262-luc-267-luc-268:d550d2aafb|task:luc-576-account-access-google-drive-fresh-oauth-proof:8796d3b129|task:task:6dfadbc975|task:task:0dc3773294|task:task:6d579ee56c|task:task:d0b2850854|task:task:431cec34c5|task:task:bfa3c4d5b9|task:task:d5122aa43d|task:task:c2d0550ce1|task:task:a2f6573d7c|task:task:ec249a7163|task:task:8d9a7cbaa9|task:task:e460cf345a|task:task:37eea451f8|task:task:29cc94d553|task:task:30e7505193|task:luc-982-account-access-intake-authactor-proof:0b12794747|task:task:39692675ee|task:task:447271a3e0|task:project-state:c9626d46bd|task:task-board:9aaadac0a2",".agents/state/next-steps.md","2026-07-15T19:08:18.592Z"
"agent:quality-attribute-scenarios:df9832217e","agent","Quality Attribute Scenarios",".agents/state/quality-attribute-scenarios.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/state/quality-attribute-scenarios.md","2026-05-31T23:14:26.674Z"
"agent:regression-log:43781d0a01","agent","Regression Log",".agents/state/regression-log.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/state/regression-log.md","2026-05-09T16:03:37.587Z"
"agent:requirements-verification-matrix:048af4ced3","agent","Requirements Verification Matrix",".agents/state/requirements-verification-matrix.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/state/requirements-verification-matrix.md","2026-06-20T12:05:33.191Z"
"agent:responsibility-learning:82503fb0f6","agent","Responsibility Learning",".agents/state/responsibility-learning.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:b1280c7901|task:task:1d586e023e|task:task:ddc3a8e8e4|task:task:2ab0356051|task:task:9998bf4030|task:task:abc2f7c89a|task:task:1e499a208d|task:task:6d579ee56c|task:task:d0b2850854|task:task:d5122aa43d|task:task:a2f6573d7c|task:task:638b05362c|task:project-state:c9626d46bd",".agents/state/responsibility-learning.md","2026-07-14T15:11:56.764Z"
"agent:risk-register:a357934902","agent","Risk Register",".agents/state/risk-register.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/state/risk-register.md","2026-05-31T23:27:18.667Z"
"agent:2026-07-15-luc-1274-health-proof-link-health-signal:8a22c6c565","agent","2026-07-15 LUC-1274 Health Proof-Link Health Signal",".agents/state/system-health.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:157c1a1016|task:task:c4a21764fb|task:task:8cf71581bf|task:task:148fa638f5|task:task:0fcef1b6c4|task:task:877880df05|task:task:9d14f2d371|task:task:a5b42ad253|task:task:f34eb5702c|task:luc-321-source-control-closure-for-luc-262-luc-267-luc-268:d550d2aafb|task:task:6dfadbc975|task:task:0dc3773294|task:task:d0b2850854|task:task:431cec34c5|task:task:c2d0550ce1|task:task:546ca92f5c|task:task:ec249a7163|task:task:8d9a7cbaa9|task:task:e460cf345a|task:task:37eea451f8|task:task:30e7505193|task:luc-982-account-access-intake-authactor-proof:0b12794747|task:task:39692675ee|task:task:447271a3e0|task:learning-journal:2ea07ed275",".agents/state/system-health.md","2026-07-15T19:08:18.599Z"
"agent:agent-tasks:5144b7fe4a","agent","Agent Tasks",".agents/tasks/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/tasks/README.md","2026-05-08T18:16:59.181Z"
"agent:agent-hierarchy:4835752b62","agent","Agent Hierarchy",".agents/workflows/agent-hierarchy.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/workflows/agent-hierarchy.md","2026-05-20T02:21:30.537Z"
"agent:codex-power-use-workflow:fa752fdb73","agent","Codex Power Use Workflow",".agents/workflows/codex-power-use.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a",".agents/workflows/codex-power-use.md","2026-05-20T02:21:30.535Z"
"agent:documentation-governance-workflow:75973b1953","agent","Documentation Governance Workflow",".agents/workflows/documentation-governance.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/workflows/documentation-governance.md","2026-04-21T01:07:57.402Z"
"agent:general-workspace-rules:2b434882d7","agent","General Workspace Rules",".agents/workflows/general.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/workflows/general.md","2026-05-08T18:45:37.199Z"
"agent:responsibility-lanes:5223e4bc50","agent","Responsibility Lanes",".agents/workflows/responsibility-lanes.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:task:b1280c7901|task:task:1d586e023e|task:task:ddc3a8e8e4|task:task:2ab0356051|task:task:9998bf4030|task:task:abc2f7c89a|task:task:1e499a208d|task:task:0dc3773294|task:task:6d579ee56c|task:task:d0b2850854|task:task:d5122aa43d|task:task:a2f6573d7c|task:task:638b05362c|task:project-state:c9626d46bd",".agents/workflows/responsibility-lanes.md","2026-05-20T01:54:53.230Z"
"agent:subagent-orchestration-workflow:7e6a3994c0","agent","Subagent Orchestration Workflow",".agents/workflows/subagent-orchestration.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/workflows/subagent-orchestration.md","2026-05-20T01:57:49.178Z"
"agent:user-collaboration-workflow:98bfb8bc00","agent","User Collaboration Workflow",".agents/workflows/user-collaboration.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/workflows/user-collaboration.md","2026-05-20T01:57:49.176Z"
"agent:world-class-delivery-workflow:8464f9dcd7","agent","World-Class Delivery Workflow",".agents/workflows/world-class-delivery.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:4ae71ba13a|task:project-state:c9626d46bd",".agents/workflows/world-class-delivery.md","2026-04-30T01:44:42.128Z"
"agent:agents-module:31b4780178","agent","Agents Module","src/modules/agents/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:src-modules-agents:b6d45c0d31","src/modules/agents/README.md","2026-05-02T21:48:16.598Z"
"api_endpoint:get:1998daec82","api_endpoint","GET /","src/app.ts#/","Root route mount verified across both intended branches: API hosts return CompanyCore service metadata, while web hosts serve the React public home shell proven by the focused public-home browser packet.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|test:api-test-ts:dab84a1d63|document:luc-998-dashboard-and-public-home-frontend-proof:19fad7a583|feature:luc-998-dashboard-public-home-proof-mjs:0ae47d8e74|task:task:148fa638f5|task:luc-3712-architecture-task-link-backfill-for-173-implementation-rows:7fd1216070|task:project-state:c9626d46bd|task:task-board:9aaadac0a2","src/app.ts|src/tests/api.test.ts|docs/planning/luc-998-dashboard-public-home-frontend-proof.md|docs/ux/evidence/luc-998-dashboard-public-home-proof/report.json|scripts/luc-998-dashboard-public-home-proof.mjs|.codex/tasks/luc-1101-unclassified-root-get-proof-link.md","2026-07-15T19:38:16.439Z"
"api_endpoint:use-agent-events:1b4c65ace9","api_endpoint","USE /agent-events","src/app.ts#/agent-events","Agent Events mount verified through the focused local API proof for the read/ack agent observability chain, which exercises the mounted /v1/agent-events route and ack capability without changing runtime behavior.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|task:task:148fa638f5|task:task:0fcef1b6c4|task:luc-3712-architecture-task-link-backfill-for-173-implementation-rows:7fd1216070|task:task-board:9aaadac0a2","src/app.ts|src/tests/api.test.ts|docs/planning/luc-5273-agent-observability-api-proof-ladder.md|.codex/tasks/luc-1107-unclassified-user-workflow-use-agent-events-proof-link.md","2026-07-15T19:38:16.439Z"
"api_endpoint:use-agent-logs:fe1d6cbaa9","api_endpoint","USE /agent-logs","src/app.ts#/agent-logs","Agent Logs mount verified through the existing protected API suite coverage for GET and POST /v1/agent-logs, which exercises the mounted /v1/agent-logs route and workspace-scoped read/write behavior without changing runtime code.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|test:api-test-ts:dab84a1d63|feature:agent-logs-routes-ts:81332abd40|task:task:0fcef1b6c4|task:task:877880df05|task:luc-3712-architecture-task-link-backfill-for-173-implementation-rows:7fd1216070|task:project-state:c9626d46bd|task:task-board:9aaadac0a2","src/app.ts|src/tests/api.test.ts|src/modules/agent-logs/agent-logs.routes.ts|docs/planning/luc-5273-agent-observability-api-proof-ladder.md|.codex/tasks/luc-1108-unclassified-user-workflow-use-agent-logs-proof-link.md","2026-07-15T19:38:16.439Z"
"api_endpoint:use-agents:1c136317c6","api_endpoint","USE /agents","src/app.ts#/agents","Agents mount verified through the existing protected API suite coverage for GET /agents and the workspace-scoped /v1/agents CRUD chain, which exercises the mounted root compatibility alias and agent registry behavior without changing runtime code.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|task:task:877880df05|task:task:9d14f2d371|task:luc-3712-architecture-task-link-backfill-for-173-implementation-rows:7fd1216070","src/app.ts|docs/API.md|src/tests/api.test.ts|src/modules/agents/agents.routes.ts|.codex/tasks/luc-1114-unclassified-user-workflow-use-agents-proof-link.md","2026-07-15T19:38:16.439Z"
"api_endpoint:use-api-keys:d7553f1e44","api_endpoint","USE /api-keys","src/app.ts#/api-keys","API keys mount verified through the protected API suite coverage for GET /v1/api-keys, GET /v1/api-keys/profiles, POST /v1/api-keys, and PATCH /v1/api-keys/:id, which exercises the mounted key-management route and scoped authorization behavior without changing runtime code.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|test:api-test-ts:dab84a1d63|task:task:a5b42ad253|task:luc-3712-architecture-task-link-backfill-for-173-implementation-rows:7fd1216070","src/app.ts|src/tests/api.test.ts|src/modules/api-keys/api-keys.routes.ts|docs/API.md|docs/planning/luc-6155-auth-config-api-proof-lane.md|.codex/tasks/luc-1131-prove-unclassified-user-workflow-missing-test-link-for-use-api-keys.md","2026-07-15T19:38:16.439Z"
"api_endpoint:use-api-build-info:36fe7c3255","api_endpoint","USE /api/build-info","src/app.ts#/api/build-info","Build metadata mount verified through existing public and protected API-host probe coverage for GET /api/build-info, which exercises the compatibility route alias through the mounted root app without changing runtime logic.","verified","Engineering Delivery Lead","","feature:app-ts:e798655a78|module:src:13b5974e74|task:task:1b9a59bb7c|task:luc-267-roost-public-route-alias-task-link-curation:fbf174e3ba","src/app.ts|src/tests/api.test.ts|.codex/tasks/luc-1135-prove-unclassified-user-workflow-missing-test-link-for-use-api-build-info.md","2026-07-15T19:38:16.439Z"
