id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes,tags
FEAT-AUTO-0005,Commercial Exceptions Coverage Expansion,feature,implemented,full-stack,commercial-exceptions,commercial-exceptions-coverage,Auto-generated feature grouping for commercial-exceptions API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/commercial-exceptions/commercial-exceptions.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0006,Company Os Coverage Expansion,feature,implemented,full-stack,company-os,company-os-coverage,Auto-generated feature grouping for company-os API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/company-os/company-os.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0007,Connection Coverage Expansion,feature,implemented,full-stack,connection,connection-coverage,Auto-generated feature grouping for connection API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/connection/connection.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0008,Deals Coverage Expansion,feature,implemented,full-stack,deals,deals-coverage,Auto-generated feature grouping for deals API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/deals/deals.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0009,Decisions Coverage Expansion,feature,implemented,full-stack,decisions,decisions-coverage,Auto-generated feature grouping for decisions API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/decisions/decisions.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0010,Events Coverage Expansion,feature,implemented,full-stack,events,events-coverage,Auto-generated feature grouping for events API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/events/events.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0011,Finance Coverage Expansion,feature,implemented,full-stack,finance,finance-coverage,Auto-generated feature grouping for finance API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/finance/finance.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0012,Goals Coverage Expansion,feature,implemented,full-stack,goals,goals-coverage,Auto-generated feature grouping for goals API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/goals/goals.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0013,Google Drive Coverage Expansion,feature,implemented,full-stack,google-drive,google-drive-coverage,Auto-generated feature grouping for google-drive API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/google-drive/google-drive.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0014,Intake Coverage Expansion,feature,implemented,full-stack,intake,intake-coverage,Auto-generated feature grouping for intake API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/intake/intake.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0015,Integration Settings Coverage Expansion,feature,implemented,full-stack,integration-settings,integration-settings-coverage,Auto-generated feature grouping for integration-settings API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/integration-settings/integration-settings.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0016,Interactions Coverage Expansion,feature,implemented,full-stack,interactions,interactions-coverage,Auto-generated feature grouping for interactions API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/interactions/interactions.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0017,Mcp Coverage Expansion,feature,implemented,full-stack,mcp,mcp-coverage,Auto-generated feature grouping for mcp API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/mcp/mcp.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0018,Notes Coverage Expansion,feature,implemented,full-stack,notes,notes-coverage,Auto-generated feature grouping for notes API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/notes/notes.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0019,Operating Graph Coverage Expansion,feature,implemented,full-stack,operating-graph,operating-graph-coverage,Auto-generated feature grouping for operating-graph API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/operating-graph/operating-graph.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0020,Operating Model Coverage Expansion,feature,implemented,full-stack,operating-model,operating-model-coverage,Auto-generated feature grouping for operating-model API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/operating-model/operating-model.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0021,Pipeline Stages Coverage Expansion,feature,implemented,full-stack,pipeline-stages,pipeline-stages-coverage,Auto-generated feature grouping for pipeline-stages API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/pipeline-stages/pipeline-stages.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0022,Projects Coverage Expansion,feature,implemented,full-stack,projects,projects-coverage,Auto-generated feature grouping for projects API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/projects/projects.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0023,Relationships Coverage Expansion,feature,implemented,full-stack,relationships,relationships-coverage,Auto-generated feature grouping for relationships API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/relationships/relationships.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0024,Sales Coverage Expansion,feature,implemented,full-stack,sales,sales-coverage,Auto-generated feature grouping for sales API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/sales/sales.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0025,Strategy Coverage Expansion,feature,implemented,full-stack,strategy,strategy-coverage,Auto-generated feature grouping for strategy API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/strategy/strategy.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0026,Targets Coverage Expansion,feature,implemented,full-stack,targets,targets-coverage,Auto-generated feature grouping for targets API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/targets/targets.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0027,Task Lists Coverage Expansion,feature,implemented,full-stack,task-lists,task-lists-coverage,Auto-generated feature grouping for task-lists API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/task-lists/task-lists.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
FEAT-AUTO-0028,Tasks Coverage Expansion,feature,implemented,full-stack,tasks,tasks-coverage,Auto-generated feature grouping for tasks API coverage expansion.,docs/architecture/architecture-evidence-system.md,src/modules/tasks/tasks.routes.ts,,,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,,,,TEST-API-LOCAL,DOC-ARCH-EVIDENCE-SYSTEM,AGENT-COORDINATOR,medium,50,2026-05-24,tested,Auto-generated by feature coverage sync; refine links and status per module evidence.,#feature #auto-scaffold #coverage-expansion
