id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes,tags
DB-AUTO-0018,decision_logs model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0019,decisions model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0020,dependencies model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0021,events model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0022,external_container_mappings model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0023,external_field_mappings model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0024,external_webhook_registrations model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0025,goals model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0026,google_drive_content_snapshots model,database_model,implemented,database,assets,assets-context,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,FEAT-ASSETS-CONTEXT,,,,,,,TEST-API-LOCAL,DOC-ASSETS-CONTEXT-CONTRACT,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0027,integration_capabilities model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0028,integration_settings model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0029,interactions model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0030,knowledge_items model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0031,knowledge_roots model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0032,metrics model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0033,notes model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0034,operating_areas model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0035,operating_folders model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0036,operating_tables model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0037,pipeline_runs model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0038,pipeline_stages model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0039,pipelines model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0040,policies model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0041,procedure_steps model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0042,procedures model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0043,processes model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0044,projects model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0045,provider_event_inbox model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0046,resources model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0047,risks model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0048,stage_runs model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0049,stakeholders model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0050,standards model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0051,storage_locations model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0052,targets model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0053,task_lists model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0054,tool_adapters model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0055,triggers model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0056,users model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0057,workspace_memberships model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0058,workspaces model,database_model,implemented,database,core,coverage-expansion,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,,,,,,,,,,,,,2026-05-24,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
DB-AUTO-0059,pipeline_run_task_links model,database_model,implemented,database,core,operations-work-items,Auto-scaffolded from Prisma drift report.,prisma/schema.prisma,,FEAT-OPERATIONS-WORK-ITEMS,,,,,,,,,,medium,0,2026-05-25,tested,Populate dependencies and evidence links before promotion to canonical registry.,#database #auto-scaffold #missing
