id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes,tags
API-AUTO-0026,GET /v1/assets/files/:id/preview,api_route,implemented,backend,assets,assets-context,Auto-scaffolded from manifest drift report.,src/modules/assets/assets.routes.ts,src/auth/capabilities.ts,FEAT-ASSETS-CONTEXT,,,,,,DB-GOOGLE-DRIVE-FILE,TEST-API-LOCAL,DOC-ASSETS-CONTEXT-CONTRACT,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0027,GET /v1/clients,api_route,implemented,backend,clients,clients-coverage,Auto-scaffolded from manifest drift report.,src/modules/clients/clients.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0004,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0028,GET /v1/clients/:id,api_route,implemented,backend,clients,clients-coverage,Auto-scaffolded from manifest drift report.,src/modules/clients/clients.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0004,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0029,GET /v1/commercial-exceptions,api_route,implemented,backend,commercial-exceptions,commercial-exceptions-coverage,Auto-scaffolded from manifest drift report.,src/modules/commercial-exceptions/commercial-exceptions.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0005,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0030,GET /v1/company-os,api_route,implemented,backend,company-os,company-os-coverage,Auto-scaffolded from manifest drift report.,src/modules/company-os/company-os.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0006,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0031,GET /v1/company-os/:collection,api_route,implemented,backend,company-os,company-os-coverage,Auto-scaffolded from manifest drift report.,src/modules/company-os/company-os.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0006,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0032,GET /v1/company-os/:collection/:id,api_route,implemented,backend,company-os,company-os-coverage,Auto-scaffolded from manifest drift report.,src/modules/company-os/company-os.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0006,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0033,GET /v1/company-os/workflow-definitions/drafts,api_route,implemented,backend,company-os,company-os-coverage,Auto-scaffolded from manifest drift report.,src/modules/company-os/company-os.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0006,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0034,GET /v1/company-os/workflow-definitions/drafts/:id,api_route,implemented,backend,company-os,company-os-coverage,Auto-scaffolded from manifest drift report.,src/modules/company-os/company-os.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0006,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0035,GET /v1/connection,api_route,implemented,backend,connection,connection-coverage,Auto-scaffolded from manifest drift report.,src/modules/connection/connection.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0007,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0036,GET /v1/deals,api_route,implemented,backend,deals,deals-coverage,Auto-scaffolded from manifest drift report.,src/modules/deals/deals.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0008,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0037,GET /v1/deals/:id,api_route,implemented,backend,deals,deals-coverage,Auto-scaffolded from manifest drift report.,src/modules/deals/deals.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0008,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0038,GET /v1/decisions,api_route,implemented,backend,decisions,decisions-coverage,Auto-scaffolded from manifest drift report.,src/modules/decisions/decisions.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0009,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0039,GET /v1/decisions/:id,api_route,implemented,backend,decisions,decisions-coverage,Auto-scaffolded from manifest drift report.,src/modules/decisions/decisions.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0009,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0040,GET /v1/events,api_route,implemented,backend,events,events-coverage,Auto-scaffolded from manifest drift report.,src/modules/events/events.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0010,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0041,GET /v1/finance/context,api_route,implemented,backend,finance,finance-coverage,Auto-scaffolded from manifest drift report.,src/modules/finance/finance.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0011,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0042,GET /v1/goals,api_route,implemented,backend,goals,goals-coverage,Auto-scaffolded from manifest drift report.,src/modules/goals/goals.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0012,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0043,GET /v1/goals/:id,api_route,implemented,backend,goals,goals-coverage,Auto-scaffolded from manifest drift report.,src/modules/goals/goals.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0012,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0044,GET /v1/google-drive/files,api_route,implemented,backend,google-drive,google-drive-coverage,Auto-scaffolded from manifest drift report.,src/modules/google-drive/google-drive.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0013,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0045,GET /v1/google-drive/files/:id/content,api_route,implemented,backend,google-drive,google-drive-coverage,Auto-scaffolded from manifest drift report.,src/modules/google-drive/google-drive.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0013,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0046,GET /v1/intake,api_route,implemented,backend,intake,intake-coverage,Auto-scaffolded from manifest drift report.,src/modules/intake/intake.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0014,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0047,GET /v1/intake/route-proposals,api_route,implemented,backend,intake,intake-coverage,Auto-scaffolded from manifest drift report.,src/modules/intake/intake.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0014,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0048,GET /v1/integration-settings/clickup,api_route,implemented,backend,integration-settings,integration-settings-coverage,Auto-scaffolded from manifest drift report.,src/modules/integration-settings/integration-settings.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0015,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0049,GET /v1/integration-settings/clickup/events,api_route,implemented,backend,integration-settings,integration-settings-coverage,Auto-scaffolded from manifest drift report.,src/modules/integration-settings/integration-settings.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0015,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0050,GET /v1/integration-settings/clickup/webhooks,api_route,implemented,backend,integration-settings,integration-settings-coverage,Auto-scaffolded from manifest drift report.,src/modules/integration-settings/integration-settings.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0015,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0051,GET /v1/integration-settings/google_drive,api_route,implemented,backend,integration-settings,integration-settings-coverage,Auto-scaffolded from manifest drift report.,src/modules/integration-settings/integration-settings.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0015,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0052,GET /v1/integration-settings/google_drive/folders/discover,api_route,implemented,backend,integration-settings,integration-settings-coverage,Auto-scaffolded from manifest drift report.,src/modules/integration-settings/integration-settings.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0015,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0053,GET /v1/interactions,api_route,implemented,backend,interactions,interactions-coverage,Auto-scaffolded from manifest drift report.,src/modules/interactions/interactions.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0016,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0054,GET /v1/interactions/:id,api_route,implemented,backend,interactions,interactions-coverage,Auto-scaffolded from manifest drift report.,src/modules/interactions/interactions.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0016,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0055,GET /v1/mcp/manifest,api_route,implemented,backend,mcp,mcp-coverage,Auto-scaffolded from manifest drift report.,src/modules/mcp/mcp.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0017,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0056,GET /v1/notes,api_route,implemented,backend,notes,notes-coverage,Auto-scaffolded from manifest drift report.,src/modules/notes/notes.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0018,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0057,GET /v1/notes/:id,api_route,implemented,backend,notes,notes-coverage,Auto-scaffolded from manifest drift report.,src/modules/notes/notes.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0018,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0058,GET /v1/operating-graph/areas/:areaKey,api_route,implemented,backend,operating-graph,operating-graph-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-graph/operating-graph.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0019,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0059,GET /v1/operating-model,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0060,GET /v1/operating-model/area-inventory,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0061,GET /v1/operating-model/areas,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0062,GET /v1/operating-model/automation-definitions,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0063,GET /v1/operating-model/automation-definitions/:id,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0064,GET /v1/operating-model/external-fields,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
API-AUTO-0065,GET /v1/operating-model/external-mappings,api_route,implemented,backend,operating-model,operating-model-coverage,Auto-scaffolded from manifest drift report.,src/modules/operating-model/operating-model.routes.ts,src/auth/capabilities.ts,FEAT-AUTO-0020,,,,,,,,,,,,2026-05-24,tested,Populate ownership and links before promotion to canonical registry.,#api #auto-scaffold #missing
