id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes,tags
API-DEPARTMENTS-CREATE,POST /v1/departments,api_route,verified,backend,departments,management-department-catalog,Workspace-scoped custom department create endpoint.,src/modules/departments/departments.routes.ts,src/auth/capabilities.ts,FEAT-MGMT-DEPT-CATALOG,,DB-WORKSPACE-DEPARTMENTS,COMP-MANAGEMENT-ROUTE,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-CREATE,DB-WORKSPACE-DEPARTMENTS,TEST-API-LOCAL,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-24,verified,Browser proof created 13 Marketing Lab through UI.,#api #departments #write
API-DEPARTMENTS-UPDATE,PATCH /v1/departments/:id,api_route,verified,backend,departments,management-department-catalog,"Workspace-scoped department update endpoint for names, descriptions, position, status, icons, and linked views.",src/modules/departments/departments.routes.ts,src/auth/capabilities.ts,FEAT-MGMT-DEPT-CATALOG,,DB-WORKSPACE-DEPARTMENTS,COMP-MANAGEMENT-ROUTE,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-UPDATE,DB-WORKSPACE-DEPARTMENTS,TEST-API-LOCAL,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,80,2026-05-24,verified,Covered by route/capability validation and browser proof scope; deeper API assertions later.,#api #departments #write
DB-WORKSPACE-DEPARTMENTS,workspace_departments model,database_model,verified,database,departments,management-department-catalog,Workspace-scoped department catalog persistence model.,prisma/schema.prisma,prisma/migrations/202605241_workspace_departments/migration.sql,FEAT-MGMT-DEPT-CATALOG,,API-DEPARTMENTS-LIST;API-DEPARTMENTS-CREATE;API-DEPARTMENTS-UPDATE,COMP-SHELL,,API-DEPARTMENTS-LIST,DB-WORKSPACE-DEPARTMENTS,TEST-API-LOCAL,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-24,verified,Migration applied during test:api:local with 27 migrations.,#database #departments
COMP-MANAGEMENT-ROUTE,ManagementRoute component,component,verified,frontend,management,management-department-catalog,React route surface for 12 Management department administration.,web/src/features/departments/management-route.tsx,web/src/features/departments/core-area-data.ts,FEAT-MGMT-DEPT-CATALOG,,API-DEPARTMENTS-LIST;API-DEPARTMENTS-CREATE;API-DEPARTMENTS-UPDATE;COMP-CC-DATA-TABLE,COMP-SHELL,UI-MGMT-DEPARTMENT-FORM,API-DEPARTMENTS-LIST,DB-WORKSPACE-DEPARTMENTS,TEST-BROWSER-MGMT-DEPT,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-24,verified,Browser proof validated custom department creation and sidebar/table readback.,#react #management #departments
COMP-SHELL,Authenticated Shell component,component,verified,frontend,shell,cross-app,Authenticated layout shell and sidebar navigation fed by department catalog.,web/src/layout/shell.tsx,web/src/app-route-registry.ts,,,API-DEPARTMENTS-LIST;ROUTE-REGISTRY,,UI-SIDEBAR-DEPARTMENT-NAV,API-DEPARTMENTS-LIST,DB-WORKSPACE-DEPARTMENTS,TEST-BROWSER-MGMT-DEPT,DOC-WEB-LAYER-OWNERSHIP,AGENT-COORDINATOR,medium,85,2026-05-24,verified,Sidebar consumes department catalog with static fallback.,#react #shell #navigation
ROUTE-REGISTRY,React app route registry,module,verified,frontend,routing,cross-app,"Canonical React route metadata, aliases, and post-auth path normalization.",web/src/app-route-registry.ts,,COMP-SHELL,,DOC-WEB-LAYER-OWNERSHIP,COMP-SHELL,,,,TEST-ROUTE-CAPABILITY,DOC-WEB-LAYER-OWNERSHIP,AGENT-COORDINATOR,medium,90,2026-05-24,verified,Route metadata is query-aware after full-function audit.,#routing #frontend
UI-MGMT-DEPARTMENT-FORM,Department catalog form,ui_element,verified,frontend,management,management-department-catalog,Owner form for creating/editing department records and linked views.,web/src/features/departments/management-route.tsx,,COMP-MANAGEMENT-ROUTE,,COMP-MANAGEMENT-ROUTE;API-DEPARTMENTS-CREATE,COMP-MANAGEMENT-ROUTE,UI-MGMT-DEPARTMENT-FORM,API-DEPARTMENTS-CREATE,DB-WORKSPACE-DEPARTMENTS,TEST-BROWSER-MGMT-DEPT,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-24,verified,Browser proof created and linked a custom department.,#ui #form #management
FEAT-MGMT-DEPT-CATALOG,Management Department Catalog,feature,verified,full-stack,management,management-department-catalog,Owner-facing workspace department catalog with editable system departments and custom linked-view departments.,docs/planning/management-department-catalog-task-contract.md,src/modules/departments/departments.routes.ts;web/src/features/departments/management-route.tsx;web/src/layout/shell.tsx;prisma/schema.prisma,,API-DEPARTMENTS-LIST;API-DEPARTMENTS-CREATE;API-DEPARTMENTS-UPDATE;DB-WORKSPACE-DEPARTMENTS;COMP-MANAGEMENT-ROUTE;UI-MGMT-DEPARTMENT-FORM,DOC-DMS-ARCH,COMP-SHELL,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-LIST,DB-WORKSPACE-DEPARTMENTS,TEST-API-LOCAL;TEST-BROWSER-MGMT-DEPT,DOC-MGMT-DEPT-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-24,verified,Custom departments are linked-view shells; dedicated backend packets remain future scope.,#feature #management #departments
DOC-MGMT-DEPT-CONTRACT,Management department catalog task contract,documentation,verified,planning,management,management-department-catalog,Task contract and proof for MGMT-DEPT-001.,docs/planning/management-department-catalog-task-contract.md,,FEAT-MGMT-DEPT-CATALOG,,,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-24,verified,Fresh task evidence from 2026-05-24.,#planning #evidence
DOC-DMS-ARCH,Department management systems architecture,documentation,verified,docs,departments,cross-app,Architecture source for department management systems.,docs/architecture/department-management-systems-architecture.md,,DOC-ARCH-SOURCE-OF-TRUTH,,DOC-ARCH-SOURCE-OF-TRUTH,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-24,verified,Existing department-system architecture source.,#architecture #departments
DOC-WEB-LAYER-OWNERSHIP,Web layer React ownership,documentation,verified,docs,web,cross-app,Canonical ownership contract for active React web routes.,docs/architecture/web-layer-react-ownership.md,,DOC-ARCH-SOURCE-OF-TRUTH,,DOC-ARCH-SOURCE-OF-TRUTH,COMP-SHELL;ROUTE-REGISTRY,,,,,,AGENT-COORDINATOR,low,95,2026-05-20,verified,Updated during full-function architecture audit.,#architecture #web
API-OPERATIONS-WORK-ITEMS,GET /v1/operations/work-items,api_route,verified,backend,operations,operations-work-items,"Operations task board read packet over tasks, lists, assignment, evidence, dependencies, events, and resources.",src/modules/operations/operations.routes.ts,src/auth/capabilities.ts,FEAT-OPERATIONS-WORK-ITEMS,,DB-TASK,COMP-OPERATIONS-ROUTE,COMP-OPERATIONS-ROUTE,API-OPERATIONS-WORK-ITEMS,DB-TASK,TEST-API-LOCAL,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-20,verified,Verified by DMS foundation and API local tests.,#api #operations #tasks
API-OPERATIONS-CREATE-WORK-ITEM,POST /v1/operations/work-items,api_route,verified,backend,operations,operations-work-items,"Domain command for creating Operations work items with relation checks, optional ClickUp writeback, and event evidence.",src/modules/operations/operations.routes.ts,src/integrations/clickup/clickup.webhooks.ts;src/modules/events/event.service.ts,FEAT-OPERATIONS-WORK-ITEMS,,DB-TASK,COMP-OPERATIONS-ROUTE,COMP-OPERATIONS-ROUTE,API-OPERATIONS-CREATE-WORK-ITEM,DB-TASK,TEST-API-LOCAL,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,high,90,2026-05-20,verified,Creates operations_work_item_created event; provider writeback can fail closed.,#api #operations #write #events
API-OPERATIONS-UPDATE-WORK-ITEM,PATCH /v1/operations/work-items/:id,api_route,verified,backend,operations,operations-work-items,Domain command for updating Operations work items and responsibility/schedule fields.,src/modules/operations/operations.routes.ts,src/integrations/clickup/clickup.webhooks.ts;src/modules/events/event.service.ts,FEAT-OPERATIONS-WORK-ITEMS,,DB-TASK,COMP-OPERATIONS-ROUTE,COMP-OPERATIONS-ROUTE,API-OPERATIONS-UPDATE-WORK-ITEM,DB-TASK,TEST-API-LOCAL,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,high,90,2026-05-20,verified,PATCH response now includes responsibility/schedule readback.,#api #operations #write #events
DB-TASK,Task model,database_model,verified,database,operations,operations-work-items,Task persistence with Operations responsibility and schedule fields.,prisma/schema.prisma,prisma/migrations/202605201_operations_task_responsibility_schedule/migration.sql,FEAT-OPERATIONS-WORK-ITEMS,,API-OPERATIONS-WORK-ITEMS;API-OPERATIONS-CREATE-WORK-ITEM;API-OPERATIONS-UPDATE-WORK-ITEM,COMP-OPERATIONS-ROUTE,,API-OPERATIONS-WORK-ITEMS,DB-TASK,TEST-API-LOCAL,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-20,verified,Migration and API tests verified locally.,#database #tasks
COMP-OPERATIONS-ROUTE,OperationsRoute component,component,verified,frontend,operations,operations-work-items,React Operations management board and calendar surface.,web/src/features/departments/operations-route.tsx,,FEAT-OPERATIONS-WORK-ITEMS,,API-OPERATIONS-WORK-ITEMS;API-OPERATIONS-CREATE-WORK-ITEM;API-OPERATIONS-UPDATE-WORK-ITEM;COMP-CC-DATA-TABLE,COMP-SHELL,UI-OPERATIONS-TASK-CARD,API-OPERATIONS-WORK-ITEMS,DB-TASK,TEST-PLAYWRIGHT-OPS,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,88,2026-05-20,verified,Rendered proof exists for assignment/schedule and dashboard packet.,#react #operations
UI-OPERATIONS-TASK-CARD,Operations task card and modal,ui_element,verified,frontend,operations,operations-work-items,Task card and modal controls for Operations work item inspection and edits.,web/src/features/departments/operations-route.tsx,,COMP-OPERATIONS-ROUTE,,COMP-OPERATIONS-ROUTE;API-OPERATIONS-UPDATE-WORK-ITEM,COMP-OPERATIONS-ROUTE,UI-OPERATIONS-TASK-CARD,API-OPERATIONS-UPDATE-WORK-ITEM,DB-TASK,TEST-PLAYWRIGHT-OPS,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-20,verified,Validated in rendered proof for assignment and schedule fields.,#ui #operations #tasks
EVENT-OPERATIONS-WORK-ITEM-CREATED,operations_work_item_created,event,verified,backend,operations,operations-work-items,Event emitted when an Operations work item is created.,src/modules/operations/operations.routes.ts,src/modules/events/event.service.ts,FEAT-OPERATIONS-WORK-ITEMS,,API-OPERATIONS-CREATE-WORK-ITEM,API-DASHBOARD-COMMAND,,API-OPERATIONS-CREATE-WORK-ITEM,DB-TASK,TEST-API-LOCAL,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-20,verified,Covered by API tests according to DMS foundation evidence.,#event #operations
FEAT-OPERATIONS-WORK-ITEMS,Operations Work Items,feature,verified,full-stack,operations,operations-work-items,"Operations work-management packet and domain commands for tasks, responsibility, schedule, and evidence.",docs/planning/dashboard-operations-workforce-foundation-task-contract.md,src/modules/operations/operations.routes.ts;web/src/features/departments/operations-route.tsx;prisma/schema.prisma,,API-OPERATIONS-WORK-ITEMS;API-OPERATIONS-CREATE-WORK-ITEM;API-OPERATIONS-UPDATE-WORK-ITEM;DB-TASK;COMP-OPERATIONS-ROUTE;EVENT-OPERATIONS-WORK-ITEM-CREATED,DOC-DMS-ARCH,COMP-SHELL,COMP-OPERATIONS-ROUTE,API-OPERATIONS-WORK-ITEMS,DB-TASK,TEST-API-LOCAL;TEST-PLAYWRIGHT-OPS,DOC-OPS-WORK-ITEM-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-20,verified,Provider calendar creation and recurrence execution remain blocked future commands.,#feature #operations #tasks
DOC-OPS-WORK-ITEM-CONTRACT,Operations foundation task contract,documentation,verified,planning,operations,operations-work-items,"Task and proof source for dashboard, operations work item, responsibility, and schedule foundation.",docs/planning/dashboard-operations-workforce-foundation-task-contract.md,,FEAT-OPERATIONS-WORK-ITEMS,,,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-20,verified,Fresh evidence from 2026-05-20 foundation slice.,#planning #evidence
API-DASHBOARD-COMMAND,GET /v1/dashboard/command,api_route,verified,backend,dashboard,dashboard-command,Workspace-scoped command packet for dashboard signals and next actions.,src/modules/dashboard/dashboard.routes.ts,src/auth/capabilities.ts,FEAT-DASHBOARD-COMMAND,,DB-TASK;DB-WORKFORCE-ENTITY;DB-GOOGLE-DRIVE-FILE,COMP-GENERAL-DASHBOARD,COMP-GENERAL-DASHBOARD,API-DASHBOARD-COMMAND,DB-TASK;DB-WORKFORCE-ENTITY;DB-GOOGLE-DRIVE-FILE,TEST-API-LOCAL,DOC-DASHBOARD-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-20,verified,Dashboard packet is read-only and routes writes through domain surfaces.,#api #dashboard #command
COMP-GENERAL-DASHBOARD,GeneralDashboard component,component,verified,frontend,dashboard,dashboard-command,React 00 General dashboard command center consuming dashboard packet.,web/src/features/departments/general-dashboard.tsx,,FEAT-DASHBOARD-COMMAND,,API-DASHBOARD-COMMAND;COMP-SHELL,COMP-SHELL,UI-DASHBOARD-NEXT-ACTION,API-DASHBOARD-COMMAND,DB-TASK;DB-WORKFORCE-ENTITY;DB-GOOGLE-DRIVE-FILE,TEST-PLAYWRIGHT-DASHBOARD,DOC-DASHBOARD-CONTRACT,AGENT-COORDINATOR,medium,88,2026-05-20,verified,Loading/error states fixed during full-function architecture audit.,#react #dashboard
UI-DASHBOARD-NEXT-ACTION,Dashboard next action panel,ui_element,verified,frontend,dashboard,dashboard-command,Dashboard panel for cross-department next actions and blocked action clarity.,web/src/features/departments/general-dashboard.tsx,,COMP-GENERAL-DASHBOARD,,COMP-GENERAL-DASHBOARD;API-DASHBOARD-COMMAND,COMP-GENERAL-DASHBOARD,UI-DASHBOARD-NEXT-ACTION,API-DASHBOARD-COMMAND,DB-TASK;DB-WORKFORCE-ENTITY;DB-GOOGLE-DRIVE-FILE,TEST-PLAYWRIGHT-DASHBOARD,DOC-DASHBOARD-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-20,verified,Does not perform assignment writes from dashboard context.,#ui #dashboard
FEAT-DASHBOARD-COMMAND,Dashboard Command Packet,feature,verified,full-stack,dashboard,dashboard-command,"Read-only command center packet over tasks, approvals, risks, workforce, assets, integrations, and next actions.",docs/planning/dashboard-operations-workforce-foundation-task-contract.md,src/modules/dashboard/dashboard.routes.ts;web/src/features/departments/general-dashboard.tsx,,API-DASHBOARD-COMMAND;COMP-GENERAL-DASHBOARD;UI-DASHBOARD-NEXT-ACTION,DOC-DMS-ARCH,COMP-SHELL,COMP-GENERAL-DASHBOARD,API-DASHBOARD-COMMAND,DB-TASK;DB-WORKFORCE-ENTITY;DB-GOOGLE-DRIVE-FILE,TEST-API-LOCAL;TEST-PLAYWRIGHT-DASHBOARD,DOC-DASHBOARD-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-20,verified,Dashboard remains read-only for assignment/calendar writes.,#feature #dashboard
DOC-DASHBOARD-CONTRACT,Dashboard operations workforce foundation contract,documentation,verified,planning,dashboard,dashboard-command,Task and proof source for the dashboard command packet.,docs/planning/dashboard-operations-workforce-foundation-task-contract.md,,FEAT-DASHBOARD-COMMAND,,,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-20,verified,Fresh evidence from 2026-05-20.,#planning #evidence
API-WORKFORCE-LIST,GET /v1/workforce,api_route,verified,backend,workforce,people-agents-directory,People and AI agents roster read endpoint.,src/modules/workforce/workforce.routes.ts,src/modules/workforce/workforce.service.ts,FEAT-PEOPLE-AGENTS-DIRECTORY,,DB-WORKFORCE-ENTITY,COMP-PEOPLE-AGENTS-ROUTE,COMP-PEOPLE-AGENTS-ROUTE,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,TEST-API-LOCAL,DOC-PEOPLE-AGENTS-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-19,verified,People/Agents route has repeated local proof.,#api #workforce
DB-WORKFORCE-ENTITY,workforce_entities model,database_model,verified,database,workforce,people-agents-directory,Unified human/AI roster model.,prisma/schema.prisma,prisma/migrations/202605171_workforce_entities/migration.sql,FEAT-PEOPLE-AGENTS-DIRECTORY,,API-WORKFORCE-LIST,COMP-PEOPLE-AGENTS-ROUTE,,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,TEST-API-LOCAL,DOC-PEOPLE-AGENTS-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-19,verified,Extended by Paperclip director indexes.,#database #workforce
COMP-PEOPLE-AGENTS-ROUTE,PeopleAgentsRoute component,component,verified,frontend,workforce,people-agents-directory,React People/Agents Directory management surface.,web/src/features/departments/people-agents-route.tsx,,FEAT-PEOPLE-AGENTS-DIRECTORY,,API-WORKFORCE-LIST;COMP-CC-DATA-TABLE,COMP-SHELL,UI-PEOPLE-AGENTS-TABLE,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,TEST-PLAYWRIGHT-PEOPLE,DOC-PEOPLE-AGENTS-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-19,verified,"Premium table, preview, and modal proof exists.",#react #workforce
UI-PEOPLE-AGENTS-TABLE,People/Agents managed table,ui_element,verified,frontend,workforce,people-agents-directory,Managed CcDataTable roster for human and agent workforce entities.,web/src/features/departments/people-agents-route.tsx,web/src/components/cc-data-table.tsx,COMP-PEOPLE-AGENTS-ROUTE,,COMP-CC-DATA-TABLE;API-WORKFORCE-LIST,COMP-PEOPLE-AGENTS-ROUTE,UI-PEOPLE-AGENTS-TABLE,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,TEST-PLAYWRIGHT-PEOPLE,DOC-PEOPLE-AGENTS-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-19,verified,Current reusable management-table proof source.,#ui #table #workforce
FEAT-PEOPLE-AGENTS-DIRECTORY,People and Agents Directory,feature,verified,full-stack,workforce,people-agents-directory,"Unified People/Agents roster with management table, preview, generated files, and Paperclip director source-of-truth fields.",docs/planning/people-agents-directory-premium-ux-task-contract.md,src/modules/workforce/workforce.routes.ts;web/src/features/departments/people-agents-route.tsx;prisma/schema.prisma,,API-WORKFORCE-LIST;DB-WORKFORCE-ENTITY;COMP-PEOPLE-AGENTS-ROUTE;UI-PEOPLE-AGENTS-TABLE,DOC-UNIFIED-ORG,COMP-SHELL,COMP-PEOPLE-AGENTS-ROUTE,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,TEST-API-LOCAL;TEST-PLAYWRIGHT-PEOPLE,DOC-PEOPLE-AGENTS-CONTRACT,AGENT-COORDINATOR,medium,90,2026-05-19,verified,Production smoke remains separate after deploy.,#feature #workforce #agents
DOC-PEOPLE-AGENTS-CONTRACT,People/Agents premium UX contract,documentation,verified,planning,workforce,people-agents-directory,Task and proof source for People/Agents premium table and profile slice.,docs/planning/people-agents-directory-premium-ux-task-contract.md,,FEAT-PEOPLE-AGENTS-DIRECTORY,,,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-19,verified,Fresh proof from 2026-05-19.,#planning #evidence
DOC-UNIFIED-ORG,Unified organizational operating system architecture,documentation,verified,docs,architecture,cross-app,Architecture source for unified human/AI workforce model.,docs/architecture/unified-organizational-operating-system.md,,DOC-ARCH-SOURCE-OF-TRUTH,,DOC-ARCH-SOURCE-OF-TRUTH,AGENT-COORDINATOR,,,,,,AGENT-COORDINATOR,low,100,2026-05-19,verified,Existing source for humans and AI agents as workforce members.,#architecture #organization #agents
API-ASSETS-CONTEXT,GET /v1/assets/context,api_route,verified,backend,assets,assets-context,"Assets context packet for Drive files, resources, knowledge, and readiness.",src/modules/assets/assets.routes.ts,src/auth/capabilities.ts,FEAT-ASSETS-CONTEXT,,DB-GOOGLE-DRIVE-FILE,COMP-ASSETS-ROUTE,COMP-ASSETS-ROUTE,API-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,TEST-API-LOCAL,DOC-ASSETS-CONTEXT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-17,tested,Full API regression for low-limit case exists but latest full API run was pending in ASSETS-GDRIVE-006 note.,#api #assets #drive
DB-GOOGLE-DRIVE-FILE,google_drive_files model,database_model,verified,database,assets,assets-context,Imported Google Drive file/folder persistence used by Assets context.,prisma/schema.prisma,prisma/migrations/202605035_google_drive_persistence_foundation/migration.sql,FEAT-ASSETS-CONTEXT,,API-ASSETS-CONTEXT,COMP-ASSETS-ROUTE,,API-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,TEST-API-LOCAL,DOC-ASSETS-CONTEXT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-17,tested,Drive first import is complete; content/write/freshness proof remains follow-up.,#database #assets #drive
COMP-ASSETS-ROUTE,AssetsRoute component,component,verified,frontend,assets,assets-context,"React Assets workbench over files, folders, previews, filters, and context.",web/src/features/departments/assets-route.tsx,,FEAT-ASSETS-CONTEXT,,API-ASSETS-CONTEXT,COMP-SHELL,UI-ASSETS-FILE-PREVIEW,API-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,TEST-PLAYWRIGHT-ASSETS,DOC-ASSETS-CONTEXT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-17,verified,Rendered proof exists for Assets files/folders filters and preview workbench.,#react #assets
UI-ASSETS-FILE-PREVIEW,Assets file preview,ui_element,verified,frontend,assets,assets-context,Assets preview panel for typed Drive and resource content.,web/src/features/departments/assets-route.tsx,,COMP-ASSETS-ROUTE,,COMP-ASSETS-ROUTE;API-ASSETS-CONTEXT,COMP-ASSETS-ROUTE,UI-ASSETS-FILE-PREVIEW,API-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,TEST-PLAYWRIGHT-ASSETS,DOC-ASSETS-CONTEXT-CONTRACT,AGENT-COORDINATOR,medium,85,2026-05-17,verified,Image preview and type filters have local proof.,#ui #assets #preview
